Date,Author,Site Name,Site Url,Price,Shipping Cost,Shipping Code,Shipping Type,Shipping Url,Store PickUp,Store PickUp url,Return,Exchange,Return/Exchange Url,Delivery Time,Price match,Price Gurantee,Price March/Guarantee Url,Coupon Code,Coupon code Url,Printable Coupon,Printable Coupon Url,SignUp Reward,SignUp Reward Url,Referral,Referral Url,CashBack,CashBack Url,Weekly Ad,Weekly Ad Url,Today Ad,Today Ad Url,MemberShip,MemberShip Url,Credit Card Member,Credit Card Member Url,Student Discount,Student Discount Url,Youth Discount,Youth Discount Url,Military Discount,Military Discount Url,Worker Discount,Worker Discount Url,App Download,App Download Url,New Arrivals,New Arrivals Url,Clearance,Clearance Url,Sale,Sale Url,Deal,Deal Url,BOGO,BOGO url,Gift Product,Gift Product Url,Gift Card/Voucher,Gift Card/Voucher Url,,,Gift card/voucher,Gift card/voucher Url,pre-order/back order (not related),pre-order/back order url,Rewards (no need),Reward Url,Military discount,Military discount url,youth discount,youth discount url,worker Discount,worker Discount url
16/5/2022,usama,sachinandbabi,https://www.sachinandbabi.com/,,free,,Standard,https://www.sachinandbabi.com/pages/shipping-policy,no,,14 days,free exchange,https://www.sachinandbabi.com/pages/returns-exchanges,2-3 business days,no,no,,"40%/404u (sale,clearance)",https://www.sachinandbabi.com/collections/sale,no,,10% off,https://www.sachinandbabi.com/,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.sachinandbabi.com/collections/new-arrivals,yes,https://www.sachinandbabi.com/collections/clearance,yes,https://www.sachinandbabi.com/collections/sale,no,,no,,no,,yes,https://www.sachinandbabi.com/collections/gift-cards,,,yes,https://www.sachinandbabi.com/collections/gift-cards,,,,,,,,,,
16/5/2022,usama,6 P M,https://www.6pm.com,above 50 - 2+ items/under 50,free/3.95,,Standard,https://www.6pm.com/shipping-and-delivery-questions,no,,30 days,no,https://www.6pm.com/return-questions,4-5 business days,no,no,,yes,https://www.6pm.com/coupons,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.6pm.com/men/wAEC0AEB4gICGBo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/,yes,https://www.6pm.com/null/4gIBMpIDC1s3MCBUTyAxMDBd.zso?s=recentSalesStyle/desc,yes,6pm.com/d-sale,no,,no,,no,,yes,https://www.6pm.com/c/e-gift-cards,,,yes,https://www.6pm.com/c/e-gift-cards,,,,,,,,,,
16/5/2022,usama,adam lippes,https://adamlippes.com/,above 200/under 200,free/15,,Standard,https://adamlippes.com/cart,no,,7 days/$15 except final sale,free exchange,https://adamlippes.com/pages/return-and-exchange-policy,,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,,,yes,https://adamlippes.com/collections/the-holiday-shop/products/gift-card,no,,no,,,,,,,
16/5/2022,usama,south moon under,https://www.southmoonunder.com/,above 100/under 100,free/8,,Standard,https://southmoonunder.com/pages/shipping-information-free-shipping-on-orders-50,yes,https://southmoonunder.com/pages/store-locator,30 days,no,https://southmoonunder.com/pages/information-about-returns,7-10 days,no,no,,no,,no,,15 % off first order,https://southmoonunder.com/,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://southmoonunder.com/products/smu-e-gift-card,no,,yes,https://southmoonunder.com/collections/all-sale#null,no,,no,,no,,yes,https://southmoonunder.com/products/smu-e-gift-card,,,yes,https://southmoonunder.com/products/smu-e-gift-card,no,,no,,,,,,,
16/5/2022,usama,Hampden,https://hampdenclothing.com/,,free,,FedEx,https://hampdenclothing.com/pages/shipping-policies,no,,14 days,free exchange,https://hampdenclothing.com/pages/return-policies,,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://hampdenclothing.com/pages/mobile-app,yes,https://hampdenclothing.com/collections/new-this-month,no,,no,,no,,no,,no,,yes,https://hampdenclothing.com/pages/gift-cards,,,yes,https://hampdenclothing.com/products/hampden-gift-card,,,,,,,,,,
16/5/2022,usama,Equation,https://www.equationmn.com/,above 100/under 100,free/10,,Standard,https://www.equationmn.com/pages/return-and-exchange,yes,https://www.equationmn.com/pages/return-and-exchange,7 days,no,https://www.equationmn.com/pages/return-and-exchange,2-5 days,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.equationmn.com/collections/just-in,no,,yes,https://www.equationmn.com/collections/sale,no,,no,,no,,yes,https://www.equationmn.com/products/gift-card,,,yes,https://www.equationmn.com/products/gift-card,no,,no,,,,,,,
16/5/2022,usama,New Look,https://www.newlook.com/uk/,above 67.65/under 67.65,free/10.42,,Standard,https://help-row.newlook.com/hc/en-us/articles/360020280217,yes,https://www.newlook.com/row/store-finder,28 days,no,https://help-row.newlook.com/hc/en-us/articles/360015795331-What-is-your-Returns-Policy-,8 working days,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://help-row.newlook.com/hc/en-us/articles/360011225478-25-off-for-Students-T-s-C-s,no,,no,,no,,no,,no,,no,,yes,https://www.newlook.com/row/sale,no,,no,,no,,yes,https://www.newlook.com/uk/info/giftcard,,,yes,https://www.newlook.com/uk/info/giftcard,no,,no,,,,,,,
16/5/2022,usama,YCMC,https://www.ycmc.com/,above 99/under 99,free/9.95,,Standard,https://www.ycmc.com/pages/shipping-and-delivery,yes,https://www.ycmc.com/apps/store-locator/,30 days except final sale,no,https://www.ycmc.com/pages/returns,3-7 business days,no,no,,no,,no,,10% off on first order,https://www.ycmc.com,"get $15, give $15 off first purchase",https://www.ycmc.com/pages/share,no,,no,,no,,no,no,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.ycmc.com/collections/all-sale,no,,no,,yes,https://www.ycmc.com/pages/gift-guide-2021,yes,https://www.ycmc.com/products/ycmc-money-card,,,yes,https://www.ycmc.com/products/ycmc-money-card,no,,no,,,,,,,
16/5/2022,usama,Bloomingdales,https://www.bloomingdales.com/*****,above 150/under 150,free/13,,Standard,https://customerservice-bloomingdales.com/articles/are-there-shipping-fees-associated-with-my-order,yes,https://customerservice-bloomingdales.com/category/in-store-pickup,30 days,90 days,https://customerservice-bloomingdales.com/articles/what-is-the-return-and-exchange-policy,1-5 business days,no,no,,no,,no,,15% off,https://www.bloomingdales.com/index?cm_sp=NAVIGATION-_-TOP_NAV-_-TOP_BLOOMIES_ICON,no,,no,,no,,no,,free shipping,https://www.bloomingdales.com/creditservice/marketing/benefits,no,,no,,no,,no,,no,,no,,yes,https://www.bloomingdales.com/shop/fashion-lookbooks-videos-style-guide/womens-new-arrivals?id=1036559,yes,https://www.bloomingdales.com/shop/sale/all-clearance?id=1004842&cm_sp=NAVIGATION_INTL-_-TOP_NAV-_-1004842-All-Sale-%26-Clearance-All-Clearance,yes,https://www.bloomingdales.com/shop/sale?id=3977&cm_sp=NAVIGATION-_-TOP_NAV-_-SALE-n-n,no,,Take $25 on $150,https://www.bloomingdales.com/shop/popup?perfectProxy=true&popupID=704970&cm_sp=hp-_-InfoEx-_-101aSALEFebEventINFO&tagid=2617322_01_12&cm_sp=n_n_homepage_1-_-row1_imagemap_n-_-GEOR0_sale_101asalefebeventinfo0202,yes,https://www.bloomingdales.com/shop/gifts?id=3948&cm_sp=NAVIGATION-_-TOP_NAV-_-GIFTS-n-n,yes,https://www.bloomingdales.com/shop/gifts/e-gift-cards?id=3955,,,yes,https://www.bloomingdales.com/shop/gifts/gift-cards?id=3949&cm_sp=NAVIGATION-_-TOP_NAV-_-3949-GIFTS-Gift-Cards,,"Annual Net Spend at Bloomingdale's: $5,000",https://www.bloomingdales.com/creditservice/marketing/benefits,,,,,,,
16/5/2022,usama,Blue and cream,https://www.blueandcream.com/,above 100/under 100-NIkefootware,free/10,,FedEx,https://www.blueandcream.com/shipping-policy.html,no,,5 days,free exchange,https://www.blueandcream.com/return-policy.html,5 working days,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.blueandcream.com/category/w_Whats_New.html,no,,yes,https://www.blueandcream.com/category/womens_sale.html,no,,no,,yes,https://www.blueandcream.com/category/Gifts_For_Her_2020.html,no,,,,no,,no,no,no,,,,,,,
16/5/2022,usama,Boutique 1,https://www.boutique1.com/,,30,,Express,https://www.boutique1.com/shipping-and-delivery#US,no,,14 days,free exchange,https://www.boutique1.com/returns-and-exchanges,,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.boutique1.com/women/new-in,no,,yes,https://www.boutique1.com/women/sale,no,,no,,no,,no,,,,no,,no,no,no,,,,,,,
3/2/2022,usama,Brown,https://www.brownsfashion.com/,225/224.99,15/24,,Standard,https://www.brownsfashion.com/customer-service/delivery#delivery,no,,7 days,no,https://www.brownsfashion.com/customer-service/returns-refunds#how-to-return,,no,no,,no,,no,,10% off your first purchas,https://www.brownsfashion.com/account/login?returnurl=%2Faccount%2Fmyaccount,"Give $15, Get $15 on first order",https://www.brownsfashion.com/refer-a-friend,no,,no,,yes,https://www.brownsfashion.com/sets/mens-new-in,no,,no,,no,,no,,no,,no,,yes,https://apps.apple.com/app/brownsfashion/id1476276404,yes,https://www.brownsfashion.com/sets/womens-new-in,no,,no,,no,,no,,yes,https://www.brownsfashion.com/sets/luxury-gifts-for-her,no,,,,no,,no,no,no,,,,,,,
3/2/2022,farhan,cettire,https://www.cettire.com/,above 300/under 300,free/25,,FedEx,https://www.cettire.com/pages/orders-shipping?_t=1640247522693,no,,14 days,no,https://www.cettire.com/pages/orders-shipping#section6,,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,,,,,,,yes,https://www.cettire.com/collections/sale,no,,no,,no,,no,,,,no,,no,no,no,,,,,,,
16/5/2022,usama,yumikim,https://yumikim.com,above 200/under 200,free/10,,FedEx,https://yumikim.com/pages/shipping,no,,14 days,no,https://yumikim.com/pages/faq,3-7 business days,no,no,,no,,no,,15% off on first order,https://yumikim.com,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://yumikim.com/collections/new-arrivals,no,,yes,https://yumikim.com/collections/sale,no,,no,,yes,https://yumikim.com/pages/search-results-page?q=gift+instantly,no,,,,no,,no,,no,,,,,,,
3/2/2022,usama,coggles,https://www.coggles.com/,above 272/under 272,free/9.47,,Express,https://www.coggles.com/info/international-delivery.list,no,,14 days,no,https://www.coggles.com/info/returns-policy.list,,no,no,,10%/NEWCOG,https://www.coggles.com/info/special-offer-terms.list,no,,10% off,https://www.coggles.com/,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.coggles.com/info/coggles-app.list,yes,https://www.coggles.com/man/new-arrivals.list,no,,yes,https://www.coggles.com/sale.list,no,,no,,no,,no,,,,no,,no,no,no,,,,,,,
3/2/2022,farhan,Equipment,https://www.equipmentfr.com/,,free,,Standard,https://www.equipmentfr.com/customer-care-us-shipping,no,,30 days except final sales,free exchange,https://www.equipmentfr.com/pages/customer-care,,no,no,,no,,no,,15% off,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.equipmentfr.com/collections/new-arrivals,no,,yes,https://www.equipmentfr.com/collections/sale,no,,no,,no,,no,,,,no,,no,,no,,,,,,,
3/2/2022,usama,Coltorti boutique,https://www.coltortiboutique.com/,,14.5,,DHL,https://www.coltortiboutique.com/en_us/shipping-us,no,,14 days,no,https://www.coltortiboutique.com/en_us/return-policies,,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.coltortiboutique.com/en_us/new-in?cat=166,no,,yes,https://www.coltortiboutique.com/en_us/sale?cat=166,no,,no,,no,,no,,,,no,,no,no,no,,,,,,,
3/2/2022,farhan,banana public,https://bananarepublic.gap.com,above 50/under 50,free/5,,Basic,"https://bananarepublic.gap.com/customerService/info.do?cid=80740&amp;cs=shipping_and_handling&amp;mlink=5001,1,2&amp;clink=1",yes,"https://bananarepublic.gap.com/customerService/info.do?cid=1139886&cs=bopis&mlink=5001,1,4&clink=1",45 days,45 days,"https://bananarepublic.gap.com/customerService/info.do?cid=80735&mlink=5001,1,2&clink=1",,no,no,,no,,no,,15% off first purchase,,no,,no,,no,,no,,no,,get 20% off first order,https://secure-bananarepublic.gap.com/customerService/info.do?cid=1098875,no,,no,,no,,no,,yes,,yes,https://bananarepublic.gap.com/browse/category.do?cid=48422&nav=meganav%3ANew%3ANew%20Women%27s%3ANew%20Arrivals#department=136,no,,yes,https://bananarepublic.gap.com/browse/category.do?cid=26495&nav=meganav%3AWomen%3ALAST%20CHANCE%20SALE%3AWomen%27s%20Sale#department=136,no,,no,,no,,yes,https://bananarepublic.gap.com/customerService/info.do?cid=61830,,,yes,https://bananarepublic.gap.com/customerService/info.do?cid=61830&nav=meganav%3AGifts%3AGifting%20Made%20Simple%3AGift%20Cards,no,,fast shipping/bday/,https://bananarepublic.gap.com/customerService/info.do?cid=1098875,,,,,,
16/5/2022,usama,soleiue,https://www.soleilblue.com/,above 250/under 250,free/10,,Standard,https://www.soleilblue.com/pages/shipping,no,,20 days,free exchange,https://www.soleilblue.com/pages/returns,3-5 days,no,no,,no,,no,,20% of your first order,https://www.soleilblue.com/,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.soleilblue.com/collections/whats-new,no,,no,,no,,no,,no,,yes,https://www.soleilblue.com/collections/gift-cards,,,yes,https://us.dolcegabbana.com/en/gift-purchase,no,no,no,,,,,,,
3/2/2022,usama,Eleonorabonucci,https://eleonorabonucci.com/,,11.32,,Standard,https://eleonorabonucci.com/regulations/shipment,no,,14 days,no,https://eleonorabonucci.com/regulations/return-policy,,no,no,,15%/Tiger15(sale),https://eleonorabonucci.com/en/women/new-collection/default,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://eleonorabonucci.com/en/women/newin,no,,yes,https://eleonorabonucci.com/en/women/sale/default,no,,no,,yes,https://eleonorabonucci.com/en/women/new-collection/gift-guide,no,,,,yes,https://www.soleilblue.com/products/gift-card,no,,no,,,,,,,
3/2/2022,farhan,golfetail,https://www.golfetail.com/,,5,,Economy,https://www.golfetail.com/shipping/,no,,30 days,no,https://www.golfetail.com/returns/,,no,no,,no,,no,,15% off on order over $75,https://www.golfetail.com,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,https://www.golfetail.com/golf-apparel/outerwear/,yes,https://www.golfetail.com/golf-shoes/,yes,https://www.golfetail.com/golf-deals/,no,,yes,https://www.golfetail.com/golf-deals/,no,,,,no,,no,no,no,,,,,,,
3/2/2022,usama,Eraldo,https://www.eraldo.com/,above 582.59/under 582.59,free/23,,Standard,https://www.eraldo.com/us/customer-service/shipping,no,,14 days,no,https://www.eraldo.com/us/customer-service/returns,,no,no,,no,,no,,10% off,https://www.eraldo.com/us/,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.eraldo.com/us/sets/man/new-in-man,no,,yes,https://www.eraldo.com/us/shopping/man/sale,no,,no,,no,,no,,,,no,,no,,no,,,,,,,
16/5/2022,usama,La Garconne,https://lagarconne.com,above 250/under 250,free/12,,Standard,https://lagarconne.com/pages/shipping-policies,no,,14 days,no,https://lagarconne.com/pages/returns-exchanges,3-5 days,no,no,,no,,no,,10% off your first order,https://lagarconne.com,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://lagarconne.com/collections/new-arrivals,no,,no,,no,,no,,no,,yes,https://lagarconne.com/products/gift-card,,,no,,no,no,no,,,,,,,
3/2/2022,usama,farfetch,https://www.farfetch.com/,,24,,Standard,https://www.farfetch.com/orders-and-shipping/,no,,14 days,no,https://www.farfetch.com/returns-and-refunds,,no,no,,no,,no,,10% off,https://www.farfetch.com/sets/women/new-in-this-week-eu-women.aspx,"Give $10, Get $10 on first order",https://www.farfetch.com/it/refer-a-friend,no,,no,,no,,no,,no,,yes,https://www.farfetch.com/it/student-discount/student-beans,no,,no,,no,,yes,https://www.farfetch.com/it/discover-app/,yes,https://www.farfetch.com/sets/women/new-in-this-week-eu-women.aspx,no,,yes,https://www.farfetch.com/shopping/women/sale/all/items.aspx,no,,no,,no,,no,,,,yes,https://lagarconne.com/pages/gift-cards,no,,no,,,,,,,
3/2/2022,usama,Herschel,https://herschel.com,,6.95,,Standard,https://herschel.com/contact,no,,30 days,free exchange,https://herschel.com/contact,,no,no,,no,,no,,10% off,https://herschel.com/contact,"Give $15, Get $20",https://herschel.com/refer-a-friend,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,https://herschel.com/shop/womens/new-arrivals,no,,yes,https://herschel.com/shop/collections/sale/accessories,no,,no,,no,,yes,https://herschel.com/shop/gift-card,,,no,,yes,https://www.farfetch.com/tag/women/pre-order,no,no,,,,,,
17/5/2022,usama,frame,https://frame-store.com/,,free,,FedEx,https://frame-store.com/blogs/shipping-information,no,,30 days,free exchange,https://frame-store.com/blogs/returns,,no,no,,no,,no,,15% off,https://frame-store.com,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://frame-store.com/collections/new-women,no,,yes,https://frame-store.com/collections/sale-women,no,,no,,yes,https://frame-store.com/collections/gift-shop,no,,,,yes,,no,,no,,,,,,,
16/5/2022,usama,merissa collection,https://marissacollections.com/,,free,,Standard,https://marissacollections.com/pages/payment-and-shipping,yes,https://marissacollections.com/cart,21 days except final sale,free exchange,https://marissacollections.com/pages/returns,3 business days,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://marissacollections.com/collections/new-now,no,,yes,https://marissacollections.com/collections/sale,no,,no,,yes,https://marissacollections.com/collections/gifts,yes,https://marissacollections.com/products/gift-card,,,no,,no,,no,no,,,,,,
3/2/2022,farhan,FWRD,https://www.fwrd.com/,,free,,Express,https://www.fwrd.com/fw/content/customercare/shippingreturns/,,,30 days,30 days,https://www.fwrd.com/fw/content/customercare/shippingreturns/,,no,no,,no,,no,,10% off,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,15% off first app purchase,https://www.fwrd.com/?navsrc=global,yes,https://www.fwrd.com/new-arrivals-20211227/42df33/?navsrc=main,no,,yes,https://www.fwrd.com/sale-all-sale-items/54cc7b/?navsrc=main,NO,,NO,,no,,yes,https://www.fwrd.com/fw/content/customercare/giftingforward/,,,,,no,,no,,,,,,,
3/2/2022,farhan,fit flop,https://www.fitflop.com/,above 129/under129,free/8.95,,Standard,https://www.fitflop.com/us/en/delivery-information,no,,28 days except sale and clearance,free exchange,https://www.fwrd.com/fw/content/customercare/shippingreturns/,,no,no,,no,,no,,20% off,https://www.fitflop.com/uk/en/,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://healthservicediscounts.com/retailers/fitflop-1544?utm_source=fitflop.com&utm_medium=referral&utm_campaign=Web+Link&utm_content=Fitflop+June20,no,,yes,https://www.fitflop.com/us/en/,no,,yes,https://www.fitflop.com/us/en/shop/sale-all-us,no,,no,,yes,https://www.fitflop.com/us/en/gift-guide,no,,,,yes,https://www.fwrd.com/fw/content/customercare/giftingforward/,yes,https://www.fwrd.com/product-mugler-sheer-spiral-legging/MUGL-WP24/?d=Womens&itrownum=1&itcurrpage=1&itview=05,no,,,,,,,
17/5/2022,usama,Genteroma,https://www.genteroma.com/us,above 600/under 600,free/32,,DHL,https://www.genteroma.com/us/shipments-and-returns,no,,14 days,14 days/size,https://www.genteroma.com/us,24/48 hours,no,no,,no,,no,,10% off your first order,https://www.genteroma.com/us/customer/account/create/,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.genteroma.com/us/new-arrivals/women.html,no,,yes,https://www.genteroma.com/us/sales/women-sales.html,no,,no,,no,,no,,,,no,,no,,no,,,,,,,
2/2/2022,usama,Giglio,https://www.giglio.com/,above 282.88/under 282.88,free/11.20,,Standard,https://www.giglio.com/eng/shopping-online/shipping.html,no,,14 days,no,https://www.giglio.com/eng/shopping-online/return-policy.html,,no,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.giglio.com/eng/new-in-women-s-fashion/,no,,yes,https://www.giglio.com/eng/sale-up-to-50-off.html,no,,no,,yes,giglio.com/eng/valentine-s-day-gifts-for-him.html,no,,,,no,,no,,no,,,,,,,
2/2/2022,usama,miss guidedus,https://www.missguidedus.com/,,8,,Standard,https://www.missguidedus.com/delivery_explained,no,,28 days/$8,no,https://www.missguidedus.com/help#help-returns-container,,no,no,,no,,no,,no,,15%,https://www.missguidedus.com/refer-a-friend?situation=homepagefooter,no,,no,,no,,no,,no,,15%,https://www.missguidedus.com/student-discount,no,,no,,no,,yes,https://play.google.com/store/apps/details?id=com.poqstudio.app.platform.missguided,yes,https://www.missguidedus.com/new-in,no,,yes,https://www.missguidedus.com/sale,no,,no,,no,,no,,,,no,,no,,no,,,,,,,
4/2/2022,farhan,Grifo 210,https://grifo210.com/,above 300/under 300,free/23.51,,DHL,https://grifo210.com/een/customer-service#cs3,no,,14 days,free exchange,https://grifo210.com/een/customer-service#cs5,,no,no,,no,,no,,15% off,https://grifo210.com/een/,no,,,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://grifo210.com/een/woman.html?new=1,no,,yes,https://grifo210.com/een/woman.html?sale=1,no,,no,,no,,no,,,,no,,no,,no,,,,,,,
2/2/2022,usama,jack rabbit,https://www.jackrabbit.com/,above 99/under 99,free/5,,Standard,https://help.fleetfeet.com/hc/en-us/categories/360001820734,yes,https://www.fleetfeet.com/catalogs/curbside-pickup,60 days,60 days,https://www.fleetfeet.com/returns,,yes,yes,https://www.fleetfeet.com/s/stlouis/shop/price-match-guarantee,no,,no,,no,,no,,no,,no,,no,,no,,no,,20%,https://www.fleetfeet.com/s/cincy/community/coaches-student-athletes,no,,no,,no,,yes,https://play.google.com/store/apps/details?id=com.stellarloyalty.fleetfeet,no,,no,,yes,https://www.fleetfeet.com/browse?clearance=on,no,,no,,no,,yes,https://www.fleetfeet.com/gift-cards,,,no,,no,,no,,,,,,,
4/2/2022,farhan,H & M,https://www2.hm.com/,above 40/ under 40,free/3.99,,Standard,https://www2.hm.com/en_us/customer-service/delivery.html,yes,https://www2.hm.com/en_us/customer-service/shopping-at-hm/in-store-mode.html,28 days,free exchange,https://www2.hm.com/en_gb/customer-service/returns.html,,no,no,,no,,no,,10% off on your next purchase,https://www2.hm.com/en_us/index.html,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www2.hm.com/en_in/customer-service/download-app/about-hmcom-and-the-hm-app.html,yes,https://www2.hm.com/en_us/women/new-arrivals/view-all.html,no,,yes,https://www2.hm.com/en_us/sale/women/view-all.html,no,,no,,yes,https://www2.hm.com/en_us/gift-guide.html,yes,https://www2.hm.com/en_us/customer-service/gift-card/gift-card.html,,,yes,https://www.fleetfeet.com/gift-cards,,,points,https://www.fleetfeet.com/catalogs/rewards-program,,,,,,
4/2/2022,farhan,new balace,https://www.newbalance.com/,above 50/ under 50,free/11.95,,UPS,https://www.newbalance.com/customer-care-page-content/customer-service-shipping.html,yes,https://support.newbalance.com/s/article/Can-I-Reserve-a-Product-Online-and-Purchase-at-a-Store,14 days,no,https://www.newbalance.com/cs-returnlabel/,,no,no,,,,no,,10% off,https://www.newbalance.com/#,no,,no,,no,,no,,no,,no,,10% off,https://www.newbalance.com/idme.html,NO,,10% off,https://www.newbalance.com/idme.html,10% off,https://www.newbalance.com/idme.html,yes,,yes,https://www.newbalance.com/new/,no,,yes,https://www.newbalance.com/semi-annual-sale/,no,,no,,yes,https://www.newbalance.com/the-gift-guide/,yes,https://www.newbalance.com/giftcards/,,,Get $10 off when you spend $100+,https://www2.hm.com/en_us/customer-service/gift-card/gift-card.html,no,,no,,,,,,,
4/2/2022,farhan,harrods,https://www.harrods.com/,,33.84,,Standard,https://www.harrods.com/en-us/faqs/delivery?icid=footer_shopping-online_delivery,yes,https://www.harrods.com/en-us/faqs/click-collect,14 days,no,https://www.harrods.com/en-us/faqs/returns?icid=footer_shopping-online_returns,,no,no,,no,,no,,no,,no,,no,,no,,no,,,,no,,no,,no,,no,,no,,yes,https://www.harrods.com/en-us/harrods-app,yes,https://www.harrods.com/en-us/sets/women-just-in?icid=megamenu_shop_women_new-in_all-new-arrivals,,,yes,https://www.harrods.com/en-us/shopping/sale,no,,,,yes,https://www.harrods.com/en-us/gifts?icid=megamenu_shop_women_gifts_the-gift-guide,yes,https://www.harrods.com/en-us/shopping/gift-cards,,,yes,https://www.newbalance.com/giftcards/,no,,no,,,,,,,
4/2/2022,farhan,jimmy jazz,https://www.jimmyjazz.com/,above 100/ under 100,free/9.94,,Standard,https://jimmyjazzhelp.zendesk.com/hc/en-us/articles/360055136334-What-Shipping-Options-does-Jimmy-Jazz-offer-and-how-long-does-it-take-to-deliver-my-order-,no,,30 days,no,https://jimmyjazzhelp.zendesk.com/hc/en-us/categories/360004450513-Returns,,no,no,,no,,no,,"free shipping, private sale",https://www.jimmyjazz.com,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.jimmyjazz.com/collections/womens-new-arrivals,yes,https://www.jimmyjazz.com/collections/womens-clearance,yes,https://www.jimmyjazz.com/collections/womens-sale#/filter:tags_department:Footwear,no,,no,,yes,https://www.jimmyjazz.com/pages/gift-guide,yes,https://jimmyjazzhelp.zendesk.com/hc/en-us/sections/360009761833-Gift-Cards,,,yes,https://www.harrods.com/en-us/gift-card-balance?icid=footer_customer-service_gift-card-balance,no,,500 points,https://www.harrods.com/en-us/harrods-rewards?icid=footer_customer-service_harrods-rewards,,,,,,
17/5/2022,usama,Hervia,https://www.hervia.com/,above 275 / under 275,free/30,,Standard,https://www.hervia.com/customer-care/delivery-info,no,,14 days,,https://www.hervia.com/customer-care/delivery-info,1-4 working days,no,no,,no,,no,,10% on first order,https://www.hervia.com,no,,no,,no,,no,,no,,no,,yes,https://www.hervia.com/customer-care/student-discount,yes,https://www.hervia.com/customer-care/youth-discount,no,,no,,no,,yes,https://www.hervia.com/womens-new-in,no,,yes,https://www.hervia.com/womens-sale,no,,no,,yes,https://www.hervia.com/mens-gift-ideas,no,,,,no,,no,,no,,,,,,,
4/2/2022,farhan,tillys,https://www.tillys.com/,above 59/under 59,free/5.95,,Economy,https://www.tillys.com/help-shipping/,yes,https://www.tillys.com/ways-to-shop.html,60 days,no,https://www.tillys.com/help-returns/,,no,no,,no,,no,,20% on 1 Item,https://www.tillys.com/?,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.tillys.com/men/new-arrivals/,50%,https://www.tillys.com/sale/women/,yes,https://www.tillys.com/flash-sale/,yes,https://www.tillys.com/women/deals/,,,yes,https://www.tillys.com/gift-guide/,yes,https://www.tillys.com/gift-cards-landing.html,,,no,,no,,no,,,,,,,
4/2/2022,farhan,hobbs,https://www.hobbs.com/us,,10,,Standard,https://www.hobbs.com/us/delivery-and-collection.html,no,,30 days,no,https://www.hobbs.com/us/return-policy.html,,no,no,,no,,no,,10% on first order,https://www.hobbs.com/us/sign-up.html,"give 20% , get 20%",https://www.hobbs.com/us/refer-a-friend.html,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,https://www.hobbs.com/us/new-in/,no,,yes,https://www.hobbs.com/us/sale/,no,,no,,yes,https://www.hobbs.com/us/holiday/gifts/,yes,https://www.hobbs.com/us/gift-card/,,,yes,https://www.tillys.com/gift-cards-landing.html,,,points,https://www.tillys.com/rewards-landing.html,,,,,,
